school_year,num_of_sems,country,university,department
2013,2,Czechia,Masaryk University,Department of Agricultural Economics
2013,1,Portugal,University of Porto,Department of Agricultural Economics
2013,2,Japan,Hokkaido University,Department of Agricultural Economics
2013,1,China,Fudan University,Department of Agricultural Economics
2013,1,China,Harbin Institute of Technology,Department of Bio-Industry Communication and Development
2013,2,Austria,Johannes Kepler University of Linz,Department of Bio-Industry Communication and Development
2013,1,Germany,Technical University of Berlin,Department of Business Administration
2013,1,China,Fudan University,Department of Business Administration
2013,2,Japan,Yokohama National University,Department of Business Administration
2013,2,Finland,University of Helsinki,Department of Accounting
2013,1,China,Sun Yat-sen University,Department of Accounting
2013,2,Spain,Autonomous University of Madrid,Department of Accounting
2013,2,US,The California State University (CSU),Department of Finance
2013,1,Netherlands,University of Groningen,Department of Finance
2013,1,Germany,Humboldt-University Berlin,Department of International Business
2013,2,Germany,University of Mannheim,Department of International Business
2013,1,China,Peking University,Department of International Business
2013,2,Japan,Akita International University,Department of International Business
2013,2,Japan,Yokohama National University,Department of International Business
2013,1,France,EPF - Graduate School of Engineering,Department of Mechanical Engineering
2013,2,France,CentraleSupelec,Department of Electrical Engineering
2013,1,Hong Kong,The Chinese University of Hong Kong,Department of Electrical Engineering
2013,1,Spain,Technical University of Madrid,Department of Computer Science and Information Engineering
2013,2,Canada,University of Waterloo,Department of Computer Science and Information Engineering
2013,2,Hong Kong,The University of Hong Kong,Department of Law
2013,2,Turkey,Koç University,Department of Law
2013,1,Canada,The University of British Columbia (UBC),Department of Law
2013,1,Australia,Macquarie University,Department of Life Science
2013,1,US,North Carolina State University (NC State),Department of Life Science
2013,2,Japan,Hokkaido University,Department of Life Science
2013,1,Australia,The University of New South Wales,Department of Life Science
2013,2,Japan,Nagasaki University,Department of Chinese Literature
2013,1,US,State University of New York at Albany,Department of Foreign Languages and Literatures
2013,2,Canada,Simon Fraser University (SFU),Department of Foreign Languages and Literatures
2013,1,US,University of California,Department of Foreign Languages and Literatures
2013,1,Germany,RWTH Aachen University,Department of Foreign Languages and Literatures
2013,2,Norway,University of Oslo,Department of Foreign Languages and Literatures
2013,1,Japan,University of Tsukuba,Department of Foreign Languages and Literatures
2013,1,South Korea,Ewha Womans University,Department of Foreign Languages and Literatures
2013,1,New Zealand,The University of Auckland,Department of Foreign Languages and Literatures
2013,1,Sweden,Umeå University,Department of History
2013,1,Japan,Doshisha University,Department of History
2013,2,Singapore,Nanyang Technological University,Department of History
2013,2,Russia,Saint Petersburg State University,Department of History
2013,1,China,Nankai University,Department of History
2013,1,China,Peking University,Department of History
2013,1,China,Nanjing University,Department of History
2013,1,China,Peking University,Department of History
2013,2,Japan,Tohoku University,Department of History
2013,1,Hong Kong,The Chinese University of Hong Kong,Department of History
2013,2,Japan,Aoyama Gakuin University,Department of History
2013,1,Germany,University of Stuttgart,Department of History
2013,1,Netherlands,University of Groningen,Department of Philosophy
2013,1,Denmark,University of Copenhagen,Department of Anthropology
2013,1,Switzerland,University of Bern,Department of Anthropology
2013,2,Japan,University of Tsukuba,Department of Library and Information Science
2013,1,Germany,RWTH Aachen University,Department of Library and Information Science
2013,1,China,Renmin University of China,Department of Library and Information Science
2013,1,US,University of Maryland (UMD),Department of Library and Information Science
2013,2,Japan,Kanazawa University,Department of Japanese Language and Literature
2013,2,Japan,Waseda University,Department of Japanese Language and Literature
2013,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Drama and Theatre
2013,1,China,University of Science and Technology of China,Department of Geosciences
2013,1,Sweden,Umeå University,Department of Psychology
2013,2,South Korea,Seoul National University,Department of Psychology
2013,2,Finland,University of Helsinki,Department of Psychology
2013,2,Japan,Waseda University,Department of Geography
2013,1,China,Beijing Normal University,Department of Geography
2013,1,China,Tsinghua University,Department of Civil Engineering
2013,1,Australia,Griffith University,Department of Political Science
2013,1,China,Peking University,Department of Political Science
2013,2,Japan,Nihon University,Department of Political Science
2013,1,Singapore,Singapore Management University,Department of Political Science
2013,1,China,Fudan University,Department of Political Science
2013,1,China,Nanjing University,Department of Political Science
2013,2,Germany,University of Mannheim,Department of Political Science
2013,1,UK,University of Southampton,Department of Political Science
2013,2,Singapore,National University of Singapore,Department of International Business
2013,1,China,Tsinghua University,Department of Political Science
2013,2,Canada,The University of British Columbia (UBC),Department of Political Science
2013,2,US,University of Wisconsin-Madison,Department of Political Science
2013,1,Switzerland,University of Bern,Department of Political Science
2013,1,Japan,Kanagawa University,Department of Political Science
2013,1,Belgium,Université Libre de Bruxelles,Department of Political Science
2013,2,France,Sorbonne Paris North University,Department of Political Science
2013,1,Canada,The University of British Columbia (UBC),Department of Economics
2013,2,US,The California State University (CSU),Department of Economics
2013,2,Japan,Doshisha University,Department of Economics
2013,1,Austria,Johannes Kepler University of Linz,Department of Economics
2013,1,South Korea,Pusan National University,Department of Economics
2013,2,Chile,Pontificia Universidad Católica de Chile,Department of Economics
2013,1,Japan,Kyushu University,Department of Economics
2013,2,US,State University of New York at Albany,Department of Economics
2013,1,China,University of Science and Technology of China,Department of Economics
2013,1,Germany,Technical University of Munich,Department of Economics
2013,1,Hong Kong,The University of Hong Kong,Department of Sociology
2013,1,China,Peking University,Department of Sociology
2013,2,South Korea,Sungkyunkwan University,Department of Social Work
2013,1,China,Shanghai Jiao Tong University,Department of Civil Engineering
2013,1,China,Xi'an Jiaotong University,Department of Civil Engineering
2013,1,China,Tsinghua University,Department of Mechanical Engineering
2013,2,US,University of California,Department of Mechanical Engineering
2013,1,Germany,RWTH Aachen University,Department of Mechanical Engineering
2013,2,Sweden,Umeå University,Department of Mechanical Engineering
2013,1,Sweden,Umeå University,Department of Chemical Engineering
2013,1,China,Xiamen University,Department of Chemical Engineering
2013,1,Canada,The University of British Columbia (UBC),Department of Engineering Science and Ocean Engineering
2013,1,Germany,RWTH Aachen University,Department of Agricultural Chemistry
